0,0.0
1,2.0
2,4.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,4.0
9,4.0
10,1.0
11,4.0
12,4.0
13,0.0
14,0.0
15,4.0
16,1.0
17,1.0
18,1.0
19,0.0
20,1.0
21,1.0
22,4.0
23,4.0
24,0.0
25,1.0
26,4.0
27,4.0
28,4.0
29,0.0
30,2.0
31,1.0
32,4.0
33,0.0
34,1.0
35,2.0
36,0.0
37,1.0
38,1.0
39,1.0
40,4.0
41,1.0
42,1.0
43,1.0
44,4.0
45,0.0
46,0.0
47,1.0
48,4.0
49,2.0
50,1.0
51,4.0
52,1.0
53,4.0
54,4.0
55,1.0
56,4.0
57,1.0
58,0.0
59,4.0
60,1.0
61,2.0
62,1.0
63,4.0
64,1.0
65,0.0
66,1.0
67,1.0
68,1.0
69,4.0
70,4.0
71,1.0
72,4.0
73,0.0
74,0.0
75,1.0
76,4.0
77,2.0
78,4.0
79,1.0
80,4.0
81,2.0
82,1.0
83,1.0
84,2.0
85,4.0
86,4.0
87,1.0
88,1.0
89,4.0
90,4.0
91,4.0
92,1.0
93,2.0
94,4.0
95,4.0
96,1.0
97,4.0
98,1.0
99,4.0
100,4.0
101,1.0
102,1.0
103,1.0
104,1.0
105,0.0
106,4.0
107,0.0
108,4.0
109,0.0
110,0.0
111,2.0
112,4.0
113,1.0
114,1.0
115,2.0
116,4.0
117,1.0
118,1.0
119,0.0
120,0.0
121,4.0
122,4.0
123,2.0
124,4.0
125,4.0
126,4.0
127,1.0
128,0.0
129,0.0
130,4.0
131,0.0
132,4.0
133,1.0
134,0.0
135,1.0
136,0.0
137,1.0
138,1.0
139,4.0
140,4.0
141,4.0
142,1.0
143,4.0
144,4.0
145,4.0
146,4.0
147,1.0
148,4.0
149,1.0
150,4.0
151,4.0
152,1.0
153,0.0
154,1.0
155,4.0
156,4.0
157,1.0
158,1.0
159,4.0
160,1.0
161,4.0
162,1.0
163,4.0
164,4.0
165,0.0
166,4.0
167,4.0
168,0.0
169,1.0
170,1.0
171,4.0
172,4.0
173,1.0
174,4.0
175,1.0
176,4.0
177,4.0
178,0.0
179,1.0
180,0.0
181,1.0
182,0.0
183,0.0
184,1.0
185,1.0
186,4.0
187,1.0
188,1.0
189,4.0
190,1.0
191,4.0
192,4.0
193,4.0
194,4.0
195,1.0
196,4.0
197,4.0
198,4.0
199,0.0
200,1.0
201,0.0
202,4.0
203,2.0
204,4.0
205,4.0
206,4.0
207,0.0
208,1.0
209,1.0
210,1.0
211,4.0
212,4.0
213,4.0
214,0.0
215,4.0
216,1.0
217,1.0
218,1.0
219,1.0
220,1.0
221,1.0
222,4.0
223,1.0
224,4.0
225,4.0
226,4.0
227,2.0
228,0.0
229,1.0
230,0.0
231,0.0
232,0.0
233,1.0
234,4.0
235,4.0
236,0.0
237,4.0
238,0.0
239,1.0
240,4.0
241,4.0
242,4.0
243,4.0
244,1.0
245,4.0
246,2.0
247,0.0
248,0.0
249,1.0
250,0.0
251,1.0
252,4.0
253,1.0
